id	motivo	tab1	label
2007	la mitad de los que atienden no son nada profesionales. di de baja el servicio por varios incomvenientes. por factura el servicio deberia cortar el 28/02. y hoy siendo 16/02 ya me cortaton todo. son unos estafadores, crei que eran uma empresa responsable como claro que lo tengo hace aÒos. pero les falta demasiado para mejorar	relacionamiento	6
2008	se tilda con frecuencia.	servicio	7
2009	hay mucjos canales codificados, repiten mucho las pelÌculas  y es muy caro	precio	4
2010	inestable, algo complicado, corren actualizaciones interrumpiendo el servicio. se desconfiguran los subtÌtulos en cada reinicio.	servicio	7
2011	porque las opciones para ver series o peliculas si no tenes canales premium (que hay que abonar aparte) es pobre, por lo cual es un serviicio caro para lo que ofrece	precio	4
2012	la des configuraciÛn 	servicio	7
2013	diferencias en la facturaciÛn que fue complicado resolver, llevÛ 5 meses hacerlo	relacionamiento	6
2014	debido a que los ˙ltimos 6 meses por m·s que cambiaron el modem no tengo internet 	servicio	7
2015	funcionaba muy bien hasta hace unas semanas. esta fallando a veces q se corta y se reinica solo el flow	servicio	7
2016	en principio lo uso poco y adem·s todo lo dÌas entre las 1,oo y 1,30 hs. de la maÒana, mientras estoy viendo otro canal cortan e invaden mi privacidad arbitrariamente. estoy pensando seriamente  en hacerlo quitar si no fuera que me quedo sin ver hbo y tx verÈ con ondemand (no sÈ si est· bien escrito, disculpen)   	servicio	7
2017	pobres o malas traducciones, tanto en doblaje como en subtitulado, o directamente sin ninguna de las dos cosas en forma total o parcial, con lo que no se puede seguir el sentido de la acciÛn	servicio	7
2018	a veces hay programas que no graba, otros quedan incompletos. tampoco puedo tener mas horas de grabacion. 	servicio	7
2019	se corta la conexion seguido. es caro para el contenido que pfrecen	precio	4
2020	desde la nueva actualizaciÛn va demasiado lento	servicio	7
2021	no esta funcionando bien	servicio	7
2022	siempre se corta con un abono muy superior a la competencia	servicio	7
2023	anda mal 	servicio	7
2024	la vergonzosa atencion telefonica y haber comprado un producto en 2.900 yme manan un mail q contrate uno de 5.145. 	relacionamiento	6
2025	es mas dificil ver la info q antes. no se pueden ver los aÒos de las peliculas. 	funcionalidad	3
2026	"el dispositivo flow suele ""colgarse/tildarse"""	servicio	7
2027	el modem flow es pesimo, siempre culga, lentisimo, lo encendes y arranca en las huevabas de los de marketing y no en el canal que estabas mirando. desastre es poco	servicio	7
2028	los reiterados cortes y mal funcionamineto	servicio	7
2029	recalienta, dos por tres tengo que desenchufarlo porque no enciende, y muchas veces se tilda y tengo q desenchufarlo para q vuelva a funcionar	servicio	7
2030	no funciona bien el modem	servicio	7
2031	mal servicio con alto costo	precio	4
2032	no funciona internet ni cable	servicio	7
2033	precio elevado y mal servicio	precio	4
2034	decodificador lento y con fallas	servicio	7
2035	tiene muchas funcionalidades	otros	9
2036	tengo problemas	servicio	7
2037	el servicio es muy caro	precio	4
2038	interÈs muy relativo por la programaciÛn 	contenido	1
2039	funciona pesimo	servicio	7
2040	tiene un sistema de b„ösqueda  p„âsimo y el control remoto no es confiable.	funcionalidad	3
2041	funciona muy bien!! felicitaciones	servicio	7
2042	cuando se intenta ver algo ya reproducido en el dia baja de a saltos con un mensaje de streamming no disponible	servicio	7
2043	es muy malo se tilda  siempre tuve problemas 	servicio	7
2044	es lento, siempre el mismo contenido, ahora no tiene fox premium	contenido	1
2045	sacaron lo mejor  que tenÌa!!! la hora de comienzo y finalizaciÛn  de cada programa!!e n	precio	4
2046	relaciÛn costo-servicio	precio	4
2047	el deco no anda muy bien, y el software no es muy amigable. deberÌa andar igual de fluido que netflix por ejemplo	servicio	7
2048	no se bien en quÈ consiste.	funcionalidad	3
2049	nunca lo utilicÈ por desconocer como se ingresa a flow	funcionalidad	3
2050	no funciona correctamente el decodificador, y mis llamados no son atendidos. 	servicio	7
2051	mala atencion  pocas respuestas a reclamos	relacionamiento	6
2052	flow box tdesde la ˙ltima actualizaciÛn funciona bastante mal, no califico peor porque espero lo puedan solucionar. flow app tiene varios problemas para con chromecast respecto del idioma.	flow app	2
2053	el precio	precio	4
2054	no hay demasiada opcion, son un monopolio	otros	9
2055	poder gozar de su disponibilidad a donde vaya.	funcionalidad	3
2056	el servicio es bueno pero demasiado caro	precio	4
2057	el decodificador se tilda por lo menos una vez por semana 	servicio	7
2058	muy buena	producto	5
2059	mal servicio 	servicio	7
2060	no funciona correctamente	servicio	7
2061	todas las noches se corta el servicio por varios minutos, especialmente a partir de las 01:00 hs.	servicio	7
2062	el costo que es muy alto y algunos problemas tÈcnicos en la seÒal	precio	4
2063	es caro en relaciÛn a lo que ofrece	precio	4
2064	por que no tiene 4k cuando los demas servicios si lo tienen	servicio	7
2065	no puedo ver nada porque se. orta cada dos segundos y se congela la imagen ˇò¢	servicio	7
2066	el servicio es muy caro, hay descuentos para los nuevos clientes y nada para los que llevamos 30 aÒos con ustedes	precio	4
2067	conexiÛn lenta, caro el servicio 	precio	4
2068		otros	9
2069	son la peor experiencia que tuve con empresas de tv x cable	otros	9
2070	el servicio no anda realmentr bien. cada vez es un servicio caro. pronta dada de baja	precio	4
2071	por q es carisimo	precio	4
2072	servicio inestable	servicio	7
2073	todo programas viejos	contenido	1
2074	por que hace tres dÌas que estoy sin el servicio y solo se hace un descuento de $ 500 , lo cual ya van aumentando hasta un 40% siempre pago en tiempo y forma en vez de preocuparse por cambiar el nombre a la compaÒÌa por que no se ocupan en mejorar el servicio o al menos que tenga un servicio que estoy pagando 	precio	4
2075	tengo muchos problemas para hacer funcionar bien flow...quizas tenga un problema el codificador o control	servicio	7
2076	lo dificultoso de acceder y separar el resto de la programaciÛn	contenido	1
2077	me encanta la programaciÛn	contenido	1
2078	precio, se cuelga y hay q reiniciar, muchas veces no se puede reiniciar un programa xq da error, ya no se puede ver la guÌa con el programa de fondo (hay q abrir la guÌa y el programa queda pequeÒo a un costado), la b˙squeda de series/pelÌculas es poco amigable, paramount+ no est· como aplicaciÛn y es difÌcil identificar toda su oferta	precio	4
2079	a veces no funciona correctamente o se apaga a cada rato y ya he realizado reclamos 	servicio	7
2080	cortes y cuelgues permanentes , hay que reiniciar el modem a cada rato... un fastidio	servicio	7
2081	hace aÒos que lo tengo y a pesar de que ˙ltimamente venimos con varias fallas no lo cambio, muy buen servicio tÈcnico	servicio	7
2082	tarifa muy alta	precio	4
2083	es muy interesante poder ver programas atrasados y tienen buenas peliculas	contenido	1
2084	muy caro	precio	4
2085	lo que.pienso	otros	9
2086	a veces no suben los episodios de la semana en las series	contenido	1
2087	casi 2 aÒos con problema de sonido irresuelto	servicio	7
2088	usabilidad	funcionalidad	3
2089	no funciona muy bien, se corta a cada rato ultimamente	servicio	7
2090	partiendo de que tengo una excelente conexion a internet, la app se corta, hay programas sin sonido, muchas veces no se puede reiniciar en vivo porque no responde, si se quiere transmitir a un chromecast nunca anda	servicio	7
2091	el sistema es caro. los canales de peliculas pasan publicidad a cada rato y no podes verla sin cortes. ademas son todas repetidas. tenes que contratar netflix, amazon, star, disney u otros. con lo que el servicio de flow queda relegado.	precio	4
2092	es bueno, tiene grandes ventajas pero problemas permanentes	servicio	7
2093	tengo continuos imconvenientes	servicio	7
2094	sistema muy inestable, hay que resetear el equipo todo el tiempo. no reproduce desde la app al tv y tira un aviso de error de conexiÛn todo el tiempo	servicio	7
2095	no me andan los controles, y a veces me dice stream no disponible cuando quiero ver algo anterior	servicio	7
2096	la mayor parte del tiempo no funciona	servicio	7
2097	mala programaciÛn.. no hay veriedad 	contenido	1
2098	el deco anda como el orto y se cuelga todo el tiempo	servicio	7
2099	muy caro y todas las pelÌculas son pagas 	precio	4
2100	me entretengo	contenido	1
2101	es un servicio caro teniendo en cuenta lo que ofrecen	precio	4
2102	llamadas continuas todos los dias por tema pagos, bajar calidad por lo mismo, problemas de atencion cuando se realizan consultas. poner los primero dias del mes para el pago y no tener otra fecha para realizar el mismo. seguir reclamando el pago cuando ya fue realizado. en general mala atencion	relacionamiento	6
2103	el deco anda mal, se sale de la guÌa, no responde, muchos contenidos tienen doblaje pero no subtitulado. pone mal la hora, se tilda.	contenido	1
2104	el servicio es caro y funciona mal	precio	4
2105	la pantalla se traba 	servicio	7
2106	es muy bueno el servicio que prestan.-	servicio	7
2107	cambia el idioma al  rebobinar... se pixela en muchas ocasiones la pantalla y el  cambio para ver programaciÛn actraves de la guiav no es practica, el sistema directo de antes era  muchisimo mejor	servicio	7
2108	nada	otros	9
2109	se cuelga constantemente, cuando me quedo sin internet me quedo sin tele y los contenidos no me resultan interesantes.	servicio	7
2110	empieza la tv con la transmision del dia anterior	servicio	7
2111	se corta la transmisiÛn muy seguido, tanto en la tv como en el celular,, no pude terminar una pelÌcula ni un capÌtulo de una serie, sÛlo me limito a ver futbol y tenis porque si se corta no es tan complicado	servicio	7
2112	el conversor hd funciona mal	servicio	7
2113	no lo uso. no se para que lo pago.	no lo uso	0
2114	lo uso muy poco y aveces no funciona 	servicio	7
2115	no funciona bien y tiene un alto costo comparado con la competencia 	precio	4
2116	tengo muchos cortes. muchos dÌas que no se puede acceder a todas las prestaciones contratadas	servicio	7
2117	porque cada vez que quiero usarlo no podemos se tilda o est· tan lenta	servicio	7
2118	extremadamente caro el servicio en relacion costo calidad	precio	4
2119	„öltimamente esta teniendo cortes constantes	servicio	7
2120	lento, muy lenta la carga de aplicaciones y de contenido.	servicio	7
2121	la nueva versiÛn. ya no est· ese resumen en pantalla al cambiar de canal y adem·s ahora tarda mas en cargar el canal. no me gusta la nueva versiÛn	funcionalidad	3
2122	no la uso	no lo uso	0
2123	pesimo servicio, cambio de reglas, mala calidad, se cagan en el usuario	servicio	7
2124	desde que me	otros	9
2125	se queda trabado y no prende. 	servicio	7
2126	demasiados problemas con flow, mucho tiempo demoro la empresa en solucionarlos.	servicio	7
2127	no conecta	servicio	7
2128	muchas veces no tengo conerxiÛn directa al encender el tv.- adem·s varias veces me ha tocado estar viendo una pelÌocula y de golpe se corta la transmisiÛn y pierdo el final. todo esto mesucede m·s frecuentemente desde que me conectaron a flow.-	servicio	7
2129	muchos problemas con el deco	servicio	7
2130	lento 	servicio	7
2131	si no lo pido no me  hacen ningun descuento. como se que puedo pedirloy cuando, si no tengo ninguna informacion sobre el tema. 	precio	4
2132	no uso flow	no lo uso	0
2133	el precio	precio	4
2134	todos los dÌas se tilda...	servicio	7
2135	...	otros	9
2136	costo	precio	4
2137	poder ver lo que uno quiere cuando quiere y adelantar las publicidades que son insoportables	funcionalidad	3
2138	reinicio el codificador varias veces al dia porque no redponde el control remoto 	servicio	7
2139	no me gusta lo que hay	contenido	1
2140	se desconecta muy seguido y no hay tanta renovacion de titulos	contenido	1
2141	no me atrae su contenido y hace un tiempo tuve que reiniciar varias veces el decodificador	contenido	1
2142	tarifa muy alta 	precio	4
2143	no funciona	servicio	7
2144	no recomiendo	otros	9
2145	son menos que mediocres	producto	5
2146	no atienden al cliente, los canales los cierran y es un horror, digno para una demanda.	relacionamiento	6
2147	caro y carente de novedades	precio	4
2148	constante baja de calidad	servicio	7
2149	el decodificador funciona mal, se solicito el cambio y no obtuvimos soluciÛn 	servicio	7
2150	todo lo interesante hay que pagar extra. lo que no hay que pagar es basura	contenido	1
2151	hay que reiniciar permanentemente el deco, ya lo cambiaron 3 veces y no va solo anda bien en el celu o en dispositivos inhalambricos, es mas si no hay posibilidad de instalar deco inhalambrico lo voy a dar de baja	servicio	7
2152	se cuelga bastante seguido, si promocionan hbo, la app de hbo max deberÌa y esta en flow. muchas veces sale el men˙ para argentina y otras veces el men˙ en inglÈs sacando opciones. 	servicio	7
2153	tengo que reiniciarlo seguido, se queda sin sonido o sin imagen	servicio	7
2154	no me resulta simple elegir que ver y muchas veces veo series que continuan semanalmente y no me resulta practico. sigo estando m·s cÛmoda con netflix	funcionalidad	3
2155	mala calidad del servicio. mala atencion.	relacionamiento	6
2156	hace 2 meses pedi control remoto nunca llego 	servicio	7
2157	muchos canales siempre programas repetidos,caro ,l,en flow nunca hay nada interesante y desde que se actualizo anda peor	precio	4
2158	no me gusta	producto	5
2159	al decodificador hay que resetearlo seguido	servicio	7
2160	no lo uso. pelis muy viejas. y casi nada de seies.	no lo uso	0
2161	es bueno pero caro 	precio	4
2162	lentitud de internet	servicio	7
2163	difÌcil buscar las guÌas de los canales para ver la programaciÛn anterior. antes era m·s f·cil,con el cursor del control remoto se resolvÌa m·s f·cil. adem·s los programas se cortan antes, ( no siempre) pero no se puede ver el final  de la serie o pelÌcula	funcionalidad	3
